x, y
0.0006517591145367706, 1.0822345684101056
0.004562373472996995, 10.822494308669846
0.008472987831457219, 27.05626054243608
0.011080069043034001, 44.372310886135345
0.014990683401494224, 61.688311688311686
0.01759776461307101, 77.92207792207792
0.01955307179230112, 95.23807872425427
0.026070752444528226, 132.034648548473
0.029329607688451678, 148.26841478223923
0.035847303258488686, 165.58441558441558
0.04236498391071579, 182.90044115735338
0.05018621262763624, 196.96968871277647
0.06322160376771026, 216.45020819329596
0.07364989877839759, 229.43722118030894
0.0866852899184716, 241.34199959891183
0.10037244017308238, 252.1644939075817
0.1134078014775366, 260.8225190794313
0.12579143350307384, 267.3160255729378
0.14143389093691472, 270.56277881969106
0.1577281074852924, 270.56277881969106
0.17402232403367007, 268.3982601413479
0.18119179363605376, 258.65800040108815
0.1844506488799772, 239.17748092056868
0.18510240799451397, 219.6969614400492
0.18575416710905074, 203.46319520628296